Messstelle:                ;Kremsdorf
17.05.2002 00:00:00;   195
18.05.2002 00:00:00;   195
19.05.2002 00:00:00;   195
20.05.2002 00:00:00;   196
21.05.2002 00:00:00;   197
22.05.2002 00:00:00;   196
23.05.2002 00:00:00;   195
24.05.2002 00:00:00;   194
25.05.2002 00:00:00;   195
26.05.2002 00:00:00;   197
27.05.2002 00:00:00;   198
28.05.2002 00:00:00;   199
29.05.2002 00:00:00;   203
30.05.2002 00:00:00;   198
31.05.2002 00:00:00;   196
01.06.2002 00:00:00;   196
02.06.2002 00:00:00;   195
03.06.2002 00:00:00;   194
04.06.2002 00:00:00;   194
05.06.2002 00:00:00;   194
06.06.2002 00:00:00;   193
07.06.2002 00:00:00;   225
08.06.2002 00:00:00;   242
09.06.2002 00:00:00;   213
10.06.2002 00:00:00;   216
11.06.2002 00:00:00;   203
12.06.2002 00:00:00;   194
13.06.2002 00:00:00;   193
14.06.2002 00:00:00;   192
15.06.2002 00:00:00;   191
16.06.2002 00:00:00;   200
17.06.2002 00:00:00;   203
18.06.2002 00:00:00;   193
19.06.2002 00:00:00;   192
20.06.2002 00:00:00;   192
21.06.2002 00:00:00;   192
22.06.2002 00:00:00;   211
23.06.2002 00:00:00;   195
24.06.2002 00:00:00;   193
25.06.2002 00:00:00;   198
26.06.2002 00:00:00;   193
27.06.2002 00:00:00;   191
28.06.2002 00:00:00;   195
29.06.2002 00:00:00;   195
30.06.2002 00:00:00;   192
01.07.2002 00:00:00;   197
02.07.2002 00:00:00;   196
03.07.2002 00:00:00;   196
04.07.2002 00:00:00;   198
05.07.2002 00:00:00;   197
06.07.2002 00:00:00;   196
07.07.2002 00:00:00;   197
08.07.2002 00:00:00;   195
09.07.2002 00:00:00;   194
10.07.2002 00:00:00;   193
11.07.2002 00:00:00;   193
12.07.2002 00:00:00;   193
13.07.2002 00:00:00;   191
14.07.2002 00:00:00;   197
15.07.2002 00:00:00;   193
16.07.2002 00:00:00;   192
17.07.2002 00:00:00;   207
18.07.2002 00:00:00;   193
19.07.2002 00:00:00;   191
20.07.2002 00:00:00;   190
21.07.2002 00:00:00;   188
22.07.2002 00:00:00;   188
23.07.2002 00:00:00;   186
24.07.2002 00:00:00;   186
25.07.2002 00:00:00;   186
26.07.2002 00:00:00;   191
27.07.2002 00:00:00;   191
28.07.2002 00:00:00;   188
29.07.2002 00:00:00;   186
30.07.2002 00:00:00;   184
31.07.2002 00:00:00;   183
01.08.2002 00:00:00;   182
02.08.2002 00:00:00;   183
03.08.2002 00:00:00;   182
04.08.2002 00:00:00;   182
05.08.2002 00:00:00;   181
06.08.2002 00:00:00;   183
07.08.2002 00:00:00;   335
08.08.2002 00:00:00;   416
09.08.2002 00:00:00;   252
10.08.2002 00:00:00;   240
11.08.2002 00:00:00;   217
12.08.2002 00:00:00;   450
13.08.2002 00:00:00;   421
14.08.2002 00:00:00;   292
15.08.2002 00:00:00;   282
16.08.2002 00:00:00;   271
17.08.2002 00:00:00;   269
18.08.2002 00:00:00;   262
19.08.2002 00:00:00;   256
20.08.2002 00:00:00;   254
21.08.2002 00:00:00;   252
22.08.2002 00:00:00;   263
23.08.2002 00:00:00;   253
24.08.2002 00:00:00;   249
25.08.2002 00:00:00;   246
26.08.2002 00:00:00;   245
27.08.2002 00:00:00;   244
28.08.2002 00:00:00;   245
29.08.2002 00:00:00;   242
30.08.2002 00:00:00;   241
31.08.2002 00:00:00;   241
01.09.2002 00:00:00;   250
02.09.2002 00:00:00;   249
03.09.2002 00:00:00;   243
04.09.2002 00:00:00;   241
05.09.2002 00:00:00;   239
06.09.2002 00:00:00;   239
07.09.2002 00:00:00;   237
08.09.2002 00:00:00;   237
09.09.2002 00:00:00;   237
10.09.2002 00:00:00;   237
11.09.2002 00:00:00;   236
12.09.2002 00:00:00;   236
13.09.2002 00:00:00;   236
14.09.2002 00:00:00;   236
15.09.2002 00:00:00;   237
16.09.2002 00:00:00;   236
17.09.2002 00:00:00;   235
18.09.2002 00:00:00;   235
19.09.2002 00:00:00;   234
20.09.2002 00:00:00;   236
21.09.2002 00:00:00;   230
22.09.2002 00:00:00;   229
23.09.2002 00:00:00;   227
24.09.2002 00:00:00;   253
25.09.2002 00:00:00;   248
26.09.2002 00:00:00;   237
27.09.2002 00:00:00;   253
28.09.2002 00:00:00;   262
29.09.2002 00:00:00;   240
30.09.2002 00:00:00;   232
01.10.2002 00:00:00;   229
02.10.2002 00:00:00;   227
03.10.2002 00:00:00;   226
04.10.2002 00:00:00;   226
05.10.2002 00:00:00;   236
06.10.2002 00:00:00;   232
07.10.2002 00:00:00;   234
08.10.2002 00:00:00;   231
09.10.2002 00:00:00;   228
10.10.2002 00:00:00;   227
11.10.2002 00:00:00;   226
12.10.2002 00:00:00;   242
13.10.2002 00:00:00;   307
14.10.2002 00:00:00;   248
15.10.2002 00:00:00;   237
16.10.2002 00:00:00;   233
17.10.2002 00:00:00;   230
18.10.2002 00:00:00;   251
19.10.2002 00:00:00;   240
20.10.2002 00:00:00;   236
21.10.2002 00:00:00;   232
22.10.2002 00:00:00;   229
23.10.2002 00:00:00;   228
24.10.2002 00:00:00;   248
25.10.2002 00:00:00;   233
26.10.2002 00:00:00;   233
27.10.2002 00:00:00;   228
28.10.2002 00:00:00;   226
29.10.2002 00:00:00;   225
30.10.2002 00:00:00;   226
31.10.2002 00:00:00;   278
01.11.2002 00:00:00;   261
02.11.2002 00:00:00;   246
03.11.2002 00:00:00;   257
04.11.2002 00:00:00;   272
05.11.2002 00:00:00;   263
06.11.2002 00:00:00;   248
07.11.2002 00:00:00;   241
08.11.2002 00:00:00;   238
09.11.2002 00:00:00;   247
10.11.2002 00:00:00;   254
11.11.2002 00:00:00;   279
12.11.2002 00:00:00;   285
13.11.2002 00:00:00;   252
14.11.2002 00:00:00;   245
15.11.2002 00:00:00;   241
16.11.2002 00:00:00;   238
17.11.2002 00:00:00;   236
18.11.2002 00:00:00;   236
19.11.2002 00:00:00;   236
20.11.2002 00:00:00;   234
21.11.2002 00:00:00;   233
22.11.2002 00:00:00;   234
23.11.2002 00:00:00;   249
24.11.2002 00:00:00;   240
25.11.2002 00:00:00;   237
26.11.2002 00:00:00;   234
27.11.2002 00:00:00;   233
28.11.2002 00:00:00;   232
29.11.2002 00:00:00;   232
30.11.2002 00:00:00;   233
01.12.2002 00:00:00;   232
02.12.2002 00:00:00;   232
03.12.2002 00:00:00;   233
04.12.2002 00:00:00;   233
05.12.2002 00:00:00;   233
06.12.2002 00:00:00;   246
07.12.2002 00:00:00;   240
08.12.2002 00:00:00;   236
09.12.2002 00:00:00;   233
10.12.2002 00:00:00;   232
11.12.2002 00:00:00;   231
12.12.2002 00:00:00;   230
13.12.2002 00:00:00;   230
14.12.2002 00:00:00;   229
15.12.2002 00:00:00;   229
16.12.2002 00:00:00;   229
17.12.2002 00:00:00;   234
18.12.2002 00:00:00;   239
19.12.2002 00:00:00;   234
20.12.2002 00:00:00;   232
21.12.2002 00:00:00;   234
22.12.2002 00:00:00;   266
23.12.2002 00:00:00;   325
24.12.2002 00:00:00;   262
25.12.2002 00:00:00;   249
26.12.2002 00:00:00;   241
27.12.2002 00:00:00;   238
28.12.2002 00:00:00;   236
29.12.2002 00:00:00;   259
30.12.2002 00:00:00;   286
31.12.2002 00:00:00;   262
01.01.2003 00:00:00;   253
02.01.2003 00:00:00;   265
03.01.2003 00:00:00;   276
04.01.2003 00:00:00;   260
05.01.2003 00:00:00;   261
06.01.2003 00:00:00;   251
07.01.2003 00:00:00;   243
08.01.2003 00:00:00;   236
09.01.2003 00:00:00;   234
10.01.2003 00:00:00;   232
11.01.2003 00:00:00;   230
12.01.2003 00:00:00;   227
13.01.2003 00:00:00;   227
14.01.2003 00:00:00;   238
15.01.2003 00:00:00;   241
16.01.2003 00:00:00;   235
17.01.2003 00:00:00;   230
18.01.2003 00:00:00;   226
19.01.2003 00:00:00;   224
20.01.2003 00:00:00;   221
21.01.2003 00:00:00;   219
22.01.2003 00:00:00;   218
23.01.2003 00:00:00;   220
24.01.2003 00:00:00;   247
25.01.2003 00:00:00;   255
26.01.2003 00:00:00;   246
27.01.2003 00:00:00;   258
28.01.2003 00:00:00;   298
29.01.2003 00:00:00;   259
30.01.2003 00:00:00;   245
31.01.2003 00:00:00;   241
01.02.2003 00:00:00;   237
02.02.2003 00:00:00;   235
03.02.2003 00:00:00;   237
04.02.2003 00:00:00;   240
05.02.2003 00:00:00;   238
06.02.2003 00:00:00;   236
07.02.2003 00:00:00;   235
08.02.2003 00:00:00;   235
09.02.2003 00:00:00;   232
10.02.2003 00:00:00;   231
11.02.2003 00:00:00;   231
12.02.2003 00:00:00;   231
13.02.2003 00:00:00;   230
14.02.2003 00:00:00;   230
15.02.2003 00:00:00;   229
16.02.2003 00:00:00;   229
17.02.2003 00:00:00;   228
18.02.2003 00:00:00;   228
19.02.2003 00:00:00;   227
20.02.2003 00:00:00;   227
21.02.2003 00:00:00;   226
22.02.2003 00:00:00;   226
23.02.2003 00:00:00;   225
24.02.2003 00:00:00;   225
25.02.2003 00:00:00;   225
26.02.2003 00:00:00;   184
27.02.2003 00:00:00;   154
28.02.2003 00:00:00;   153
01.03.2003 00:00:00;   160
02.03.2003 00:00:00;   167
03.03.2003 00:00:00;   193
04.03.2003 00:00:00;   185
05.03.2003 00:00:00;   174
06.03.2003 00:00:00;   179
07.03.2003 00:00:00;   216
08.03.2003 00:00:00;   197
09.03.2003 00:00:00;   177
10.03.2003 00:00:00;   174
11.03.2003 00:00:00;   175
12.03.2003 00:00:00;   179
13.03.2003 00:00:00;   192
14.03.2003 00:00:00;   175
15.03.2003 00:00:00;   172
16.03.2003 00:00:00;   172
17.03.2003 00:00:00;   168
18.03.2003 00:00:00;   165
19.03.2003 00:00:00;   162
20.03.2003 00:00:00;   161
21.03.2003 00:00:00;   159
22.03.2003 00:00:00;   158
23.03.2003 00:00:00;   158
24.03.2003 00:00:00;   158
25.03.2003 00:00:00;   158
26.03.2003 00:00:00;   158
27.03.2003 00:00:00;   157
28.03.2003 00:00:00;   183
29.03.2003 00:00:00;   204
30.03.2003 00:00:00;   205
31.03.2003 00:00:00;   211
01.04.2003 00:00:00;   210
02.04.2003 00:00:00;   207
03.04.2003 00:00:00;   208
04.04.2003 00:00:00;   205
05.04.2003 00:00:00;   203
06.04.2003 00:00:00;   203
07.04.2003 00:00:00;   167
08.04.2003 00:00:00;   151
09.04.2003 00:00:00;   151
10.04.2003 00:00:00;   151
11.04.2003 00:00:00;   151
12.04.2003 00:00:00;   150
13.04.2003 00:00:00;   149
14.04.2003 00:00:00;   149
15.04.2003 00:00:00;   149
16.04.2003 00:00:00;   148
17.04.2003 00:00:00;   147
18.04.2003 00:00:00;   147
19.04.2003 00:00:00;   148
20.04.2003 00:00:00;   147
21.04.2003 00:00:00;   146
22.04.2003 00:00:00;   147
23.04.2003 00:00:00;   147
24.04.2003 00:00:00;   146
25.04.2003 00:00:00;   145
26.04.2003 00:00:00;   144
27.04.2003 00:00:00;   147
28.04.2003 00:00:00;   146
29.04.2003 00:00:00;   144
30.04.2003 00:00:00;   143
01.05.2003 00:00:00;   144
02.05.2003 00:00:00;   143
03.05.2003 00:00:00;   145
04.05.2003 00:00:00;   144
05.05.2003 00:00:00;   142
06.05.2003 00:00:00;   142
07.05.2003 00:00:00;   141
08.05.2003 00:00:00;   140
09.05.2003 00:00:00;   141
10.05.2003 00:00:00;   145
11.05.2003 00:00:00;   141
12.05.2003 00:00:00;   141
13.05.2003 00:00:00;   143
14.05.2003 00:00:00;   160
15.05.2003 00:00:00;   147
16.05.2003 00:00:00;   144
17.05.2003 00:00:00;   142
18.05.2003 00:00:00;   142
19.05.2003 00:00:00;   141
20.05.2003 00:00:00;   146
21.05.2003 00:00:00;   151
22.05.2003 00:00:00;   149
23.05.2003 00:00:00;   144
24.05.2003 00:00:00;   142
25.05.2003 00:00:00;   140
26.05.2003 00:00:00;   140
27.05.2003 00:00:00;   141
28.05.2003 00:00:00;   141
29.05.2003 00:00:00;   139
30.05.2003 00:00:00;   139
31.05.2003 00:00:00;   141
01.06.2003 00:00:00;   148
02.06.2003 00:00:00;   140
03.06.2003 00:00:00;   139
04.06.2003 00:00:00;   138
05.06.2003 00:00:00;   138
06.06.2003 00:00:00;   137
07.06.2003 00:00:00;   140
08.06.2003 00:00:00;   141
09.06.2003 00:00:00;   177
10.06.2003 00:00:00;   148
11.06.2003 00:00:00;   141
12.06.2003 00:00:00;   139
13.06.2003 00:00:00;   140
14.06.2003 00:00:00;   139
15.06.2003 00:00:00;   142
16.06.2003 00:00:00;   142
17.06.2003 00:00:00;   138
18.06.2003 00:00:00;   140
19.06.2003 00:00:00;   143
20.06.2003 00:00:00;   140
21.06.2003 00:00:00;   139
22.06.2003 00:00:00;   137
23.06.2003 00:00:00;   137
24.06.2003 00:00:00;   139
25.06.2003 00:00:00;   138
26.06.2003 00:00:00;   137
27.06.2003 00:00:00;   137
28.06.2003 00:00:00;   142
29.06.2003 00:00:00;   138
30.06.2003 00:00:00;   137
01.07.2003 00:00:00;   137
02.07.2003 00:00:00;   139
03.07.2003 00:00:00;   137
04.07.2003 00:00:00;   138
05.07.2003 00:00:00;   139
06.07.2003 00:00:00;   138
07.07.2003 00:00:00;   136
08.07.2003 00:00:00;   135
09.07.2003 00:00:00;   135
10.07.2003 00:00:00;   136
11.07.2003 00:00:00;   134
12.07.2003 00:00:00;   134
13.07.2003 00:00:00;   134
14.07.2003 00:00:00;   133
15.07.2003 00:00:00;   133
16.07.2003 00:00:00;   133
17.07.2003 00:00:00;   136
18.07.2003 00:00:00;   155
19.07.2003 00:00:00;   137
20.07.2003 00:00:00;   135
21.07.2003 00:00:00;   134
22.07.2003 00:00:00;   135
23.07.2003 00:00:00;   135
24.07.2003 00:00:00;   139
25.07.2003 00:00:00;   161
26.07.2003 00:00:00;   140
27.07.2003 00:00:00;   136
28.07.2003 00:00:00;   135
29.07.2003 00:00:00;   178
30.07.2003 00:00:00;   148
31.07.2003 00:00:00;   141
01.08.2003 00:00:00;   178
02.08.2003 00:00:00;   154
03.08.2003 00:00:00;   142
04.08.2003 00:00:00;   138
05.08.2003 00:00:00;   137
06.08.2003 00:00:00;   137
07.08.2003 00:00:00;   137
08.08.2003 00:00:00;   135
09.08.2003 00:00:00;   135
10.08.2003 00:00:00;   134
11.08.2003 00:00:00;   133
12.08.2003 00:00:00;   133
13.08.2003 00:00:00;   133
14.08.2003 00:00:00;   133
15.08.2003 00:00:00;   137
16.08.2003 00:00:00;   136
17.08.2003 00:00:00;   133
18.08.2003 00:00:00;   135
19.08.2003 00:00:00;   137
20.08.2003 00:00:00;   134
21.08.2003 00:00:00;   134
22.08.2003 00:00:00;   133
23.08.2003 00:00:00;   133
24.08.2003 00:00:00;   132
25.08.2003 00:00:00;   133
26.08.2003 00:00:00;   133
27.08.2003 00:00:00;   133
28.08.2003 00:00:00;   133
29.08.2003 00:00:00;   134
30.08.2003 00:00:00;   144
31.08.2003 00:00:00;   141
01.09.2003 00:00:00;   142
02.09.2003 00:00:00;   137
03.09.2003 00:00:00;   136
04.09.2003 00:00:00;   135
05.09.2003 00:00:00;   134
06.09.2003 00:00:00;   133
07.09.2003 00:00:00;   133
08.09.2003 00:00:00;   133
09.09.2003 00:00:00;   134
10.09.2003 00:00:00;   136
11.09.2003 00:00:00;   137
12.09.2003 00:00:00;   152
13.09.2003 00:00:00;   155
14.09.2003 00:00:00;   167
15.09.2003 00:00:00;   145
16.09.2003 00:00:00;   139
17.09.2003 00:00:00;   137
18.09.2003 00:00:00;   136
19.09.2003 00:00:00;   135
20.09.2003 00:00:00;   134
21.09.2003 00:00:00;   134
22.09.2003 00:00:00;   134
23.09.2003 00:00:00;   134
24.09.2003 00:00:00;   142
25.09.2003 00:00:00;   138
26.09.2003 00:00:00;   135
27.09.2003 00:00:00;   135
28.09.2003 00:00:00;   135
29.09.2003 00:00:00;   135
30.09.2003 00:00:00;   136
01.10.2003 00:00:00;   135
02.10.2003 00:00:00;   134
03.10.2003 00:00:00;   133
04.10.2003 00:00:00;   133
05.10.2003 00:00:00;   182
06.10.2003 00:00:00;   190
07.10.2003 00:00:00;   166
08.10.2003 00:00:00;   182
09.10.2003 00:00:00;   171
10.10.2003 00:00:00;   175
11.10.2003 00:00:00;   158
12.10.2003 00:00:00;   148
13.10.2003 00:00:00;   145
14.10.2003 00:00:00;   142
15.10.2003 00:00:00;   140
16.10.2003 00:00:00;   139
17.10.2003 00:00:00;   138
18.10.2003 00:00:00;   137
19.10.2003 00:00:00;   137
20.10.2003 00:00:00;   137
21.10.2003 00:00:00;   138
22.10.2003 00:00:00;   137
23.10.2003 00:00:00;   137
24.10.2003 00:00:00;   138
25.10.2003 00:00:00;   138
26.10.2003 00:00:00;   138
27.10.2003 00:00:00;   139
28.10.2003 00:00:00;   139
29.10.2003 00:00:00;   138
30.10.2003 00:00:00;   138
31.10.2003 00:00:00;   138
01.11.2003 00:00:00;   137
02.11.2003 00:00:00;   172
03.11.2003 00:00:00;   160
04.11.2003 00:00:00;   147
05.11.2003 00:00:00;   143
06.11.2003 00:00:00;   142
07.11.2003 00:00:00;   140
08.11.2003 00:00:00;   139
09.11.2003 00:00:00;   139
10.11.2003 00:00:00;   138
11.11.2003 00:00:00;   138
12.11.2003 00:00:00;   137
13.11.2003 00:00:00;   137
14.11.2003 00:00:00;   137
15.11.2003 00:00:00;   137
16.11.2003 00:00:00;   136
17.11.2003 00:00:00;   138
18.11.2003 00:00:00;   140
19.11.2003 00:00:00;   138
20.11.2003 00:00:00;   137
21.11.2003 00:00:00;   137
22.11.2003 00:00:00;   137
23.11.2003 00:00:00;   136
24.11.2003 00:00:00;   136
25.11.2003 00:00:00;   136
26.11.2003 00:00:00;   135
27.11.2003 00:00:00;   135
28.11.2003 00:00:00;   135
29.11.2003 00:00:00;   136
30.11.2003 00:00:00;   136
01.12.2003 00:00:00;   136
02.12.2003 00:00:00;   135
03.12.2003 00:00:00;   135
04.12.2003 00:00:00;   135
05.12.2003 00:00:00;   135
06.12.2003 00:00:00;   135
07.12.2003 00:00:00;   142
08.12.2003 00:00:00;   139
09.12.2003 00:00:00;   137
10.12.2003 00:00:00;   136
11.12.2003 00:00:00;   137
12.12.2003 00:00:00;   137
13.12.2003 00:00:00;   137
14.12.2003 00:00:00;   143
15.12.2003 00:00:00;   162
16.12.2003 00:00:00;   147
17.12.2003 00:00:00;   144
18.12.2003 00:00:00;   142
19.12.2003 00:00:00;   141
20.12.2003 00:00:00;   140
21.12.2003 00:00:00;   141
22.12.2003 00:00:00;   150
23.12.2003 00:00:00;   148
24.12.2003 00:00:00;   143
25.12.2003 00:00:00;   139
26.12.2003 00:00:00;   141
27.12.2003 00:00:00;   139
28.12.2003 00:00:00;   139
29.12.2003 00:00:00;   139
30.12.2003 00:00:00;   139
31.12.2003 00:00:00;   140
01.01.2004 00:00:00;   140
02.01.2004 00:00:00;   139
03.01.2004 00:00:00;   138
04.01.2004 00:00:00;   137
05.01.2004 00:00:00;   137
06.01.2004 00:00:00;   137
07.01.2004 00:00:00;   137
08.01.2004 00:00:00;   139
09.01.2004 00:00:00;   139
10.01.2004 00:00:00;   169
11.01.2004 00:00:00;   185
12.01.2004 00:00:00;   247
13.01.2004 00:00:00;   287
14.01.2004 00:00:00;   294
15.01.2004 00:00:00;   208
16.01.2004 00:00:00;   185
17.01.2004 00:00:00;   172
18.01.2004 00:00:00;   165
19.01.2004 00:00:00;   158
20.01.2004 00:00:00;   176
21.01.2004 00:00:00;   180
22.01.2004 00:00:00;   163
23.01.2004 00:00:00;   155
24.01.2004 00:00:00;   150
25.01.2004 00:00:00;   151
26.01.2004 00:00:00;   150
27.01.2004 00:00:00;   149
28.01.2004 00:00:00;   146
29.01.2004 00:00:00;   145
30.01.2004 00:00:00;   144
31.01.2004 00:00:00;   142
01.02.2004 00:00:00;   144
02.02.2004 00:00:00;   164
03.02.2004 00:00:00;   255
04.02.2004 00:00:00;   190
05.02.2004 00:00:00;   171
06.02.2004 00:00:00;   163
07.02.2004 00:00:00;   160
08.02.2004 00:00:00;   158
09.02.2004 00:00:00;   155
10.02.2004 00:00:00;   153
11.02.2004 00:00:00;   157
12.02.2004 00:00:00;   164
13.02.2004 00:00:00;   156
14.02.2004 00:00:00;   165
15.02.2004 00:00:00;   185
16.02.2004 00:00:00;   179
17.02.2004 00:00:00;   168
18.02.2004 00:00:00;   160
19.02.2004 00:00:00;   156
20.02.2004 00:00:00;   152
21.02.2004 00:00:00;   150
22.02.2004 00:00:00;   152
23.02.2004 00:00:00;   155
24.02.2004 00:00:00;   152
25.02.2004 00:00:00;   149
26.02.2004 00:00:00;   148
27.02.2004 00:00:00;   149
28.02.2004 00:00:00;   147
29.02.2004 00:00:00;   146
01.03.2004 00:00:00;   146
02.03.2004 00:00:00;   146
03.03.2004 00:00:00;   146
04.03.2004 00:00:00;   148
05.03.2004 00:00:00;   148
06.03.2004 00:00:00;   147
07.03.2004 00:00:00;   148
08.03.2004 00:00:00;   148
09.03.2004 00:00:00;   148
10.03.2004 00:00:00;   149
11.03.2004 00:00:00;   149
12.03.2004 00:00:00;   152
13.03.2004 00:00:00;   162
14.03.2004 00:00:00;   172
15.03.2004 00:00:00;   188
16.03.2004 00:00:00;   207
17.03.2004 00:00:00;   218
18.03.2004 00:00:00;   211
19.03.2004 00:00:00;   201
20.03.2004 00:00:00;   187
21.03.2004 00:00:00;   174
22.03.2004 00:00:00;   168
23.03.2004 00:00:00;   163
24.03.2004 00:00:00;   195
25.03.2004 00:00:00;   248
26.03.2004 00:00:00;   211
27.03.2004 00:00:00;   186
28.03.2004 00:00:00;   174
29.03.2004 00:00:00;   170
30.03.2004 00:00:00;   168
31.03.2004 00:00:00;   166
01.04.2004 00:00:00;   163
02.04.2004 00:00:00;   162
03.04.2004 00:00:00;   160
04.04.2004 00:00:00;   156
05.04.2004 00:00:00;   158
06.04.2004 00:00:00;   158
07.04.2004 00:00:00;   156
08.04.2004 00:00:00;   153
09.04.2004 00:00:00;   151
10.04.2004 00:00:00;   149
11.04.2004 00:00:00;   150
12.04.2004 00:00:00;   149
13.04.2004 00:00:00;   148
14.04.2004 00:00:00;   147
15.04.2004 00:00:00;   145
16.04.2004 00:00:00;   145
17.04.2004 00:00:00;   146
18.04.2004 00:00:00;   145
19.04.2004 00:00:00;   146
20.04.2004 00:00:00;   145
21.04.2004 00:00:00;   144
22.04.2004 00:00:00;   142
23.04.2004 00:00:00;   143
24.04.2004 00:00:00;   163
25.04.2004 00:00:00;   166
26.04.2004 00:00:00;   159
27.04.2004 00:00:00;   152
28.04.2004 00:00:00;   148
29.04.2004 00:00:00;   146
30.04.2004 00:00:00;   145
01.05.2004 00:00:00;   144
02.05.2004 00:00:00;   149
03.05.2004 00:00:00;   146
04.05.2004 00:00:00;   144
05.05.2004 00:00:00;   142
06.05.2004 00:00:00;   143
07.05.2004 00:00:00;   145
08.05.2004 00:00:00;   142
09.05.2004 00:00:00;   141
10.05.2004 00:00:00;   141
11.05.2004 00:00:00;   140
12.05.2004 00:00:00;   139
13.05.2004 00:00:00;   140
14.05.2004 00:00:00;   142
15.05.2004 00:00:00;   140
16.05.2004 00:00:00;   163
17.05.2004 00:00:00;   152
18.05.2004 00:00:00;   144
19.05.2004 00:00:00;   141
20.05.2004 00:00:00;   140
21.05.2004 00:00:00;   139
22.05.2004 00:00:00;   152
23.05.2004 00:00:00;   153
24.05.2004 00:00:00;   146
25.05.2004 00:00:00;   142
26.05.2004 00:00:00;   140
27.05.2004 00:00:00;   142
28.05.2004 00:00:00;   180
29.05.2004 00:00:00;   163
30.05.2004 00:00:00;   149
31.05.2004 00:00:00;   144
01.06.2004 00:00:00;   151
02.06.2004 00:00:00;   181
03.06.2004 00:00:00;   221
04.06.2004 00:00:00;   291
05.06.2004 00:00:00;   220
06.06.2004 00:00:00;   194
07.06.2004 00:00:00;   171
08.06.2004 00:00:00;   161
09.06.2004 00:00:00;   155
10.06.2004 00:00:00;   151
11.06.2004 00:00:00;   167
12.06.2004 00:00:00;   157
13.06.2004 00:00:00;   154
14.06.2004 00:00:00;   149
15.06.2004 00:00:00;   147
16.06.2004 00:00:00;   150
17.06.2004 00:00:00;   148
18.06.2004 00:00:00;   149
19.06.2004 00:00:00;   148
20.06.2004 00:00:00;   224
21.06.2004 00:00:00;   200
22.06.2004 00:00:00;   165
23.06.2004 00:00:00;   156
24.06.2004 00:00:00;   160
25.06.2004 00:00:00;   157
26.06.2004 00:00:00;   155
27.06.2004 00:00:00;   149
28.06.2004 00:00:00;   148
29.06.2004 00:00:00;   149
30.06.2004 00:00:00;   145
01.07.2004 00:00:00;   143
02.07.2004 00:00:00;   145
03.07.2004 00:00:00;   147
04.07.2004 00:00:00;   143
05.07.2004 00:00:00;   145
06.07.2004 00:00:00;   144
07.07.2004 00:00:00;   145
08.07.2004 00:00:00;   141
09.07.2004 00:00:00;   167
10.07.2004 00:00:00;   156
11.07.2004 00:00:00;   153
12.07.2004 00:00:00;   151
13.07.2004 00:00:00;   156
14.07.2004 00:00:00;   151
15.07.2004 00:00:00;   154
16.07.2004 00:00:00;   153
17.07.2004 00:00:00;   146
18.07.2004 00:00:00;   144
