Messstelle:                ;Oberkappel
25.07.1998 00:00:00;   133
26.07.1998 00:00:00;   132
27.07.1998 00:00:00;   128
28.07.1998 00:00:00;   131
29.07.1998 00:00:00;   132
30.07.1998 00:00:00;   130
31.07.1998 00:00:00;   141
01.08.1998 00:00:00;   138
02.08.1998 00:00:00;   152
03.08.1998 00:00:00;   135
04.08.1998 00:00:00;   132
05.08.1998 00:00:00;   130
06.08.1998 00:00:00;   128
07.08.1998 00:00:00;   127
08.08.1998 00:00:00;   126
09.08.1998 00:00:00;   126
10.08.1998 00:00:00;   125
11.08.1998 00:00:00;   125
12.08.1998 00:00:00;   125
13.08.1998 00:00:00;   125
14.08.1998 00:00:00;   126
15.08.1998 00:00:00;   125
16.08.1998 00:00:00;   124
17.08.1998 00:00:00;   124
18.08.1998 00:00:00;   124
19.08.1998 00:00:00;   124
20.08.1998 00:00:00;   125
21.08.1998 00:00:00;   124
22.08.1998 00:00:00;   131
23.08.1998 00:00:00;   130
24.08.1998 00:00:00;   128
25.08.1998 00:00:00;   128
26.08.1998 00:00:00;   127
27.08.1998 00:00:00;   126
28.08.1998 00:00:00;   126
29.08.1998 00:00:00;   125
30.08.1998 00:00:00;   125
31.08.1998 00:00:00;   124
01.09.1998 00:00:00;   124
02.09.1998 00:00:00;   124
03.09.1998 00:00:00;   124
04.09.1998 00:00:00;   133
05.09.1998 00:00:00;   130
06.09.1998 00:00:00;   138
07.09.1998 00:00:00;   135
08.09.1998 00:00:00;   129
09.09.1998 00:00:00;   127
10.09.1998 00:00:00;   126
11.09.1998 00:00:00;   124
12.09.1998 00:00:00;   124
13.09.1998 00:00:00;   147
14.09.1998 00:00:00;   142
15.09.1998 00:00:00;   183
16.09.1998 00:00:00;   201
17.09.1998 00:00:00;   170
18.09.1998 00:00:00;   174
19.09.1998 00:00:00;   154
20.09.1998 00:00:00;   147
21.09.1998 00:00:00;   141
22.09.1998 00:00:00;   137
23.09.1998 00:00:00;   135
24.09.1998 00:00:00;   134
25.09.1998 00:00:00;   133
26.09.1998 00:00:00;   133
27.09.1998 00:00:00;   132
28.09.1998 00:00:00;   132
29.09.1998 00:00:00;   133
30.09.1998 00:00:00;   133
01.10.1998 00:00:00;   133
02.10.1998 00:00:00;   133
03.10.1998 00:00:00;   133
04.10.1998 00:00:00;   133
05.10.1998 00:00:00;   132
06.10.1998 00:00:00;   131
07.10.1998 00:00:00;   131
08.10.1998 00:00:00;   130
09.10.1998 00:00:00;   130
10.10.1998 00:00:00;   130
11.10.1998 00:00:00;   134
12.10.1998 00:00:00;   145
13.10.1998 00:00:00;   156
14.10.1998 00:00:00;   148
15.10.1998 00:00:00;   161
16.10.1998 00:00:00;   156
17.10.1998 00:00:00;   148
18.10.1998 00:00:00;   145
19.10.1998 00:00:00;   143
20.10.1998 00:00:00;   142
21.10.1998 00:00:00;   141
22.10.1998 00:00:00;   140
23.10.1998 00:00:00;   140
24.10.1998 00:00:00;   140
25.10.1998 00:00:00;   151
26.10.1998 00:00:00;   151
27.10.1998 00:00:00;   168
28.10.1998 00:00:00;   167
29.10.1998 00:00:00;   234
30.10.1998 00:00:00;   194
31.10.1998 00:00:00;   181
01.11.1998 00:00:00;   221
02.11.1998 00:00:00;   182
03.11.1998 00:00:00;   175
04.11.1998 00:00:00;   192
05.11.1998 00:00:00;   181
06.11.1998 00:00:00;   170
07.11.1998 00:00:00;   166
08.11.1998 00:00:00;   164
09.11.1998 00:00:00;   167
10.11.1998 00:00:00;   187
11.11.1998 00:00:00;   193
12.11.1998 00:00:00;   172
13.11.1998 00:00:00;   163
14.11.1998 00:00:00;   159
15.11.1998 00:00:00;   160
16.11.1998 00:00:00;   160
17.11.1998 00:00:00;   159
18.11.1998 00:00:00;   157
19.11.1998 00:00:00;   155
20.11.1998 00:00:00;   153
21.11.1998 00:00:00;   152
22.11.1998 00:00:00;   151
23.11.1998 00:00:00;   150
24.11.1998 00:00:00;   149
25.11.1998 00:00:00;   148
26.11.1998 00:00:00;   148
27.11.1998 00:00:00;   147
28.11.1998 00:00:00;   145
29.11.1998 00:00:00;   145
30.11.1998 00:00:00;   145
01.12.1998 00:00:00;   144
02.12.1998 00:00:00;   144
03.12.1998 00:00:00;   143
04.12.1998 00:00:00;   143
05.12.1998 00:00:00;   144
06.12.1998 00:00:00;   144
07.12.1998 00:00:00;   143
08.12.1998 00:00:00;   141
09.12.1998 00:00:00;   140
10.12.1998 00:00:00;   141
11.12.1998 00:00:00;   143
12.12.1998 00:00:00;   140
13.12.1998 00:00:00;   159
14.12.1998 00:00:00;   166
15.12.1998 00:00:00;   169
16.12.1998 00:00:00;   163
17.12.1998 00:00:00;   158
18.12.1998 00:00:00;   152
19.12.1998 00:00:00;   149
20.12.1998 00:00:00;   150
21.12.1998 00:00:00;   148
22.12.1998 00:00:00;   146
23.12.1998 00:00:00;   145
24.12.1998 00:00:00;   144
25.12.1998 00:00:00;   144
26.12.1998 00:00:00;   143
27.12.1998 00:00:00;   144
28.12.1998 00:00:00;   144
29.12.1998 00:00:00;   143
30.12.1998 00:00:00;   143
31.12.1998 00:00:00;   142
01.01.1999 00:00:00;   141
02.01.1999 00:00:00;   141
03.01.1999 00:00:00;   140
04.01.1999 00:00:00;   145
05.01.1999 00:00:00;   152
06.01.1999 00:00:00;   148
07.01.1999 00:00:00;   145
08.01.1999 00:00:00;   189
09.01.1999 00:00:00;   173
10.01.1999 00:00:00;   158
11.01.1999 00:00:00;   154
12.01.1999 00:00:00;   152
13.01.1999 00:00:00;   150
14.01.1999 00:00:00;   150
15.01.1999 00:00:00;   148
16.01.1999 00:00:00;   147
17.01.1999 00:00:00;   146
18.01.1999 00:00:00;   145
19.01.1999 00:00:00;   144
20.01.1999 00:00:00;   142
21.01.1999 00:00:00;   142
22.01.1999 00:00:00;   140
23.01.1999 00:00:00;   140
24.01.1999 00:00:00;   140
25.01.1999 00:00:00;   140
26.01.1999 00:00:00;   141
27.01.1999 00:00:00;   145
28.01.1999 00:00:00;   143
29.01.1999 00:00:00;   141
30.01.1999 00:00:00;   139
31.01.1999 00:00:00;   138
01.02.1999 00:00:00;   138
02.02.1999 00:00:00;   140
03.02.1999 00:00:00;   140
04.02.1999 00:00:00;   141
05.02.1999 00:00:00;   179
06.02.1999 00:00:00;   160
07.02.1999 00:00:00;   150
08.02.1999 00:00:00;   146
09.02.1999 00:00:00;   145
10.02.1999 00:00:00;   143
11.02.1999 00:00:00;   142
12.02.1999 00:00:00;   141
13.02.1999 00:00:00;   140
14.02.1999 00:00:00;   140
15.02.1999 00:00:00;   140
16.02.1999 00:00:00;   139
17.02.1999 00:00:00;   140
18.02.1999 00:00:00;   139
19.02.1999 00:00:00;   139
20.02.1999 00:00:00;   171
21.02.1999 00:00:00;   183
22.02.1999 00:00:00;   177
23.02.1999 00:00:00;   164
24.02.1999 00:00:00;   156
25.02.1999 00:00:00;   152
26.02.1999 00:00:00;   150
27.02.1999 00:00:00;   148
28.02.1999 00:00:00;   148
01.03.1999 00:00:00;   148
02.03.1999 00:00:00;   199
03.03.1999 00:00:00;   217
04.03.1999 00:00:00;   185
05.03.1999 00:00:00;   175
06.03.1999 00:00:00;   169
07.03.1999 00:00:00;   164
08.03.1999 00:00:00;   158
09.03.1999 00:00:00;   159
10.03.1999 00:00:00;   170
11.03.1999 00:00:00;   188
12.03.1999 00:00:00;   179
13.03.1999 00:00:00;   176
14.03.1999 00:00:00;   177
15.03.1999 00:00:00;   177
16.03.1999 00:00:00;   173
17.03.1999 00:00:00;   168
18.03.1999 00:00:00;   165
19.03.1999 00:00:00;   164
20.03.1999 00:00:00;   163
21.03.1999 00:00:00;   162
22.03.1999 00:00:00;   165
23.03.1999 00:00:00;   172
24.03.1999 00:00:00;   178
25.03.1999 00:00:00;   176
26.03.1999 00:00:00;   176
27.03.1999 00:00:00;   180
28.03.1999 00:00:00;   183
29.03.1999 00:00:00;   184
30.03.1999 00:00:00;   180
31.03.1999 00:00:00;   178
01.04.1999 00:00:00;   177
02.04.1999 00:00:00;   175
03.04.1999 00:00:00;   173
04.04.1999 00:00:00;   172
05.04.1999 00:00:00;   176
06.04.1999 00:00:00;   170
07.04.1999 00:00:00;   185
08.04.1999 00:00:00;   187
09.04.1999 00:00:00;   171
10.04.1999 00:00:00;   166
11.04.1999 00:00:00;   165
12.04.1999 00:00:00;   165
13.04.1999 00:00:00;   164
14.04.1999 00:00:00;   161
15.04.1999 00:00:00;   159
16.04.1999 00:00:00;   157
17.04.1999 00:00:00;   156
18.04.1999 00:00:00;   155
19.04.1999 00:00:00;   155
20.04.1999 00:00:00;   156
21.04.1999 00:00:00;   155
22.04.1999 00:00:00;   158
23.04.1999 00:00:00;   153
24.04.1999 00:00:00;   151
25.04.1999 00:00:00;   151
26.04.1999 00:00:00;   149
27.04.1999 00:00:00;   148
28.04.1999 00:00:00;   147
29.04.1999 00:00:00;   146
30.04.1999 00:00:00;   145
01.05.1999 00:00:00;   144
02.05.1999 00:00:00;   144
03.05.1999 00:00:00;   143
04.05.1999 00:00:00;   143
05.05.1999 00:00:00;   142
06.05.1999 00:00:00;   142
07.05.1999 00:00:00;   141
08.05.1999 00:00:00;   142
09.05.1999 00:00:00;   144
10.05.1999 00:00:00;   140
11.05.1999 00:00:00;   140
12.05.1999 00:00:00;   146
13.05.1999 00:00:00;   152
14.05.1999 00:00:00;   150
15.05.1999 00:00:00;   147
16.05.1999 00:00:00;   143
17.05.1999 00:00:00;   140
18.05.1999 00:00:00;   139
19.05.1999 00:00:00;   139
20.05.1999 00:00:00;   138
21.05.1999 00:00:00;   141
22.05.1999 00:00:00;   140
23.05.1999 00:00:00;   140
24.05.1999 00:00:00;   138
25.05.1999 00:00:00;   137
26.05.1999 00:00:00;   137
27.05.1999 00:00:00;   136
28.05.1999 00:00:00;   136
29.05.1999 00:00:00;   137
30.05.1999 00:00:00;   136
31.05.1999 00:00:00;   135
01.06.1999 00:00:00;   134
02.06.1999 00:00:00;   134
03.06.1999 00:00:00;   148
04.06.1999 00:00:00;   137
05.06.1999 00:00:00;   136
06.06.1999 00:00:00;   134
07.06.1999 00:00:00;   133
08.06.1999 00:00:00;   133
09.06.1999 00:00:00;   134
10.06.1999 00:00:00;   132
11.06.1999 00:00:00;   134
12.06.1999 00:00:00;   135
13.06.1999 00:00:00;   133
14.06.1999 00:00:00;   132
15.06.1999 00:00:00;   132
16.06.1999 00:00:00;   132
17.06.1999 00:00:00;   132
18.06.1999 00:00:00;   134
19.06.1999 00:00:00;   133
20.06.1999 00:00:00;   132
21.06.1999 00:00:00;   133
22.06.1999 00:00:00;   137
23.06.1999 00:00:00;   132
24.06.1999 00:00:00;   132
25.06.1999 00:00:00;   132
26.06.1999 00:00:00;   132
27.06.1999 00:00:00;   132
28.06.1999 00:00:00;   131
29.06.1999 00:00:00;   130
30.06.1999 00:00:00;   129
01.07.1999 00:00:00;   129
02.07.1999 00:00:00;   130
03.07.1999 00:00:00;   129
04.07.1999 00:00:00;   129
05.07.1999 00:00:00;   129
06.07.1999 00:00:00;   129
07.07.1999 00:00:00;   130
08.07.1999 00:00:00;   140
09.07.1999 00:00:00;   142
10.07.1999 00:00:00;   162
11.07.1999 00:00:00;   147
12.07.1999 00:00:00;   137
13.07.1999 00:00:00;   134
14.07.1999 00:00:00;   135
15.07.1999 00:00:00;   133
16.07.1999 00:00:00;   132
17.07.1999 00:00:00;   130
18.07.1999 00:00:00;   129
19.07.1999 00:00:00;   128
20.07.1999 00:00:00;   128
21.07.1999 00:00:00;   131
22.07.1999 00:00:00;   131
23.07.1999 00:00:00;   132
24.07.1999 00:00:00;   130
25.07.1999 00:00:00;   129
26.07.1999 00:00:00;   128
27.07.1999 00:00:00;   127
28.07.1999 00:00:00;   127
29.07.1999 00:00:00;   127
30.07.1999 00:00:00;   126
31.07.1999 00:00:00;   126
01.08.1999 00:00:00;   126
02.08.1999 00:00:00;   126
03.08.1999 00:00:00;   126
04.08.1999 00:00:00;   126
05.08.1999 00:00:00;   125
06.08.1999 00:00:00;   125
07.08.1999 00:00:00;   125
08.08.1999 00:00:00;   125
09.08.1999 00:00:00;   125
10.08.1999 00:00:00;   126
11.08.1999 00:00:00;   126
12.08.1999 00:00:00;   127
13.08.1999 00:00:00;   126
14.08.1999 00:00:00;   125
15.08.1999 00:00:00;   126
16.08.1999 00:00:00;   126
17.08.1999 00:00:00;   127
18.08.1999 00:00:00;   126
19.08.1999 00:00:00;   128
20.08.1999 00:00:00;   128
21.08.1999 00:00:00;   127
22.08.1999 00:00:00;   127
23.08.1999 00:00:00;   127
24.08.1999 00:00:00;   126
25.08.1999 00:00:00;   126
26.08.1999 00:00:00;   127
27.08.1999 00:00:00;   138
28.08.1999 00:00:00;   141
29.08.1999 00:00:00;   138
30.08.1999 00:00:00;   130
31.08.1999 00:00:00;   127
01.09.1999 00:00:00;   126
02.09.1999 00:00:00;   125
03.09.1999 00:00:00;   125
04.09.1999 00:00:00;   125
05.09.1999 00:00:00;   124
06.09.1999 00:00:00;   123
07.09.1999 00:00:00;   124
08.09.1999 00:00:00;   124
09.09.1999 00:00:00;   123
10.09.1999 00:00:00;   123
11.09.1999 00:00:00;   123
12.09.1999 00:00:00;   122
13.09.1999 00:00:00;   122
14.09.1999 00:00:00;   122
15.09.1999 00:00:00;   121
16.09.1999 00:00:00;   121
17.09.1999 00:00:00;   121
18.09.1999 00:00:00;   121
19.09.1999 00:00:00;   121
20.09.1999 00:00:00;   123
21.09.1999 00:00:00;   135
22.09.1999 00:00:00;   139
23.09.1999 00:00:00;   137
24.09.1999 00:00:00;   129
25.09.1999 00:00:00;   124
26.09.1999 00:00:00;   126
27.09.1999 00:00:00;   128
28.09.1999 00:00:00;   124
29.09.1999 00:00:00;   124
30.09.1999 00:00:00;   124
01.10.1999 00:00:00;   124
02.10.1999 00:00:00;   123
03.10.1999 00:00:00;   122
04.10.1999 00:00:00;   126
05.10.1999 00:00:00;   124
06.10.1999 00:00:00;   123
07.10.1999 00:00:00;   122
08.10.1999 00:00:00;   120
09.10.1999 00:00:00;   125
10.10.1999 00:00:00;   129
11.10.1999 00:00:00;   125
12.10.1999 00:00:00;   122
13.10.1999 00:00:00;   121
14.10.1999 00:00:00;   120
15.10.1999 00:00:00;   120
16.10.1999 00:00:00;   121
17.10.1999 00:00:00;   118
18.10.1999 00:00:00;   120
19.10.1999 00:00:00;   121
20.10.1999 00:00:00;   122
21.10.1999 00:00:00;   118
22.10.1999 00:00:00;   119
23.10.1999 00:00:00;   119
24.10.1999 00:00:00;   118
25.10.1999 00:00:00;   121
26.10.1999 00:00:00;   123
27.10.1999 00:00:00;   122
28.10.1999 00:00:00;   121
29.10.1999 00:00:00;   122
30.10.1999 00:00:00;   120
31.10.1999 00:00:00;   122
01.11.1999 00:00:00;   122
02.11.1999 00:00:00;   120
03.11.1999 00:00:00;   123
04.11.1999 00:00:00;   123
05.11.1999 00:00:00;   122
06.11.1999 00:00:00;   122
07.11.1999 00:00:00;   121
08.11.1999 00:00:00;   126
09.11.1999 00:00:00;   128
10.11.1999 00:00:00;   133
11.11.1999 00:00:00;   132
12.11.1999 00:00:00;   125
13.11.1999 00:00:00;   121
14.11.1999 00:00:00;   121
15.11.1999 00:00:00;   122
16.11.1999 00:00:00;   122
17.11.1999 00:00:00;   122
18.11.1999 00:00:00;   122
19.11.1999 00:00:00;   122
20.11.1999 00:00:00;   121
21.11.1999 00:00:00;   120
22.11.1999 00:00:00;   121
23.11.1999 00:00:00;   121
24.11.1999 00:00:00;   121
25.11.1999 00:00:00;   122
26.11.1999 00:00:00;   123
27.11.1999 00:00:00;   123
28.11.1999 00:00:00;   122
29.11.1999 00:00:00;   122
30.11.1999 00:00:00;   122
01.12.1999 00:00:00;   121
02.12.1999 00:00:00;   125
03.12.1999 00:00:00;   126
04.12.1999 00:00:00;   125
05.12.1999 00:00:00;   125
06.12.1999 00:00:00;   125
07.12.1999 00:00:00;   124
08.12.1999 00:00:00;   128
09.12.1999 00:00:00;   128
10.12.1999 00:00:00;   124
11.12.1999 00:00:00;   123
12.12.1999 00:00:00;   131
13.12.1999 00:00:00;   137
14.12.1999 00:00:00;   132
15.12.1999 00:00:00;   129
16.12.1999 00:00:00;   127
17.12.1999 00:00:00;   126
18.12.1999 00:00:00;   125
19.12.1999 00:00:00;   127
20.12.1999 00:00:00;   128
21.12.1999 00:00:00;   126
22.12.1999 00:00:00;   124
23.12.1999 00:00:00;   123
24.12.1999 00:00:00;   122
25.12.1999 00:00:00;   122
26.12.1999 00:00:00;   128
27.12.1999 00:00:00;   141
28.12.1999 00:00:00;   133
29.12.1999 00:00:00;   132
30.12.1999 00:00:00;   131
31.12.1999 00:00:00;   129
01.01.2000 00:00:00;   129
02.01.2000 00:00:00;   129
03.01.2000 00:00:00;   127
04.01.2000 00:00:00;   126
05.01.2000 00:00:00;   127
06.01.2000 00:00:00;   128
07.01.2000 00:00:00;   127
08.01.2000 00:00:00;   127
09.01.2000 00:00:00;   126
10.01.2000 00:00:00;   126
11.01.2000 00:00:00;   126
12.01.2000 00:00:00;   124
13.01.2000 00:00:00;   123
14.01.2000 00:00:00;   122
15.01.2000 00:00:00;   122
16.01.2000 00:00:00;   124
17.01.2000 00:00:00;   125
18.01.2000 00:00:00;   145
19.01.2000 00:00:00;   148
20.01.2000 00:00:00;   135
21.01.2000 00:00:00;   130
22.01.2000 00:00:00;   130
23.01.2000 00:00:00;   131
24.01.2000 00:00:00;   128
25.01.2000 00:00:00;   129
26.01.2000 00:00:00;   131
27.01.2000 00:00:00;   129
28.01.2000 00:00:00;   128
29.01.2000 00:00:00;   130
30.01.2000 00:00:00;   172
31.01.2000 00:00:00;   240
01.02.2000 00:00:00;   197
02.02.2000 00:00:00;   170
03.02.2000 00:00:00;   167
04.02.2000 00:00:00;   160
05.02.2000 00:00:00;   157
06.02.2000 00:00:00;   156
07.02.2000 00:00:00;   154
08.02.2000 00:00:00;   178
09.02.2000 00:00:00;   232
10.02.2000 00:00:00;   177
11.02.2000 00:00:00;   167
12.02.2000 00:00:00;   162
13.02.2000 00:00:00;   163
14.02.2000 00:00:00;   167
15.02.2000 00:00:00;   160
16.02.2000 00:00:00;   185
17.02.2000 00:00:00;   170
18.02.2000 00:00:00;   158
19.02.2000 00:00:00;   157
20.02.2000 00:00:00;   155
21.02.2000 00:00:00;   152
22.02.2000 00:00:00;   149
23.02.2000 00:00:00;   147
24.02.2000 00:00:00;   147
25.02.2000 00:00:00;   170
26.02.2000 00:00:00;   169
27.02.2000 00:00:00;   156
28.02.2000 00:00:00;   153
29.02.2000 00:00:00;   153
01.03.2000 00:00:00;   162
02.03.2000 00:00:00;   167
03.03.2000 00:00:00;   158
04.03.2000 00:00:00;   199
05.03.2000 00:00:00;   168
06.03.2000 00:00:00;   161
07.03.2000 00:00:00;   159
08.03.2000 00:00:00;   180
09.03.2000 00:00:00;   236
10.03.2000 00:00:00;   225
11.03.2000 00:00:00;   202
12.03.2000 00:00:00;   198
13.03.2000 00:00:00;   182
14.03.2000 00:00:00;   179
15.03.2000 00:00:00;   207
16.03.2000 00:00:00;   183
17.03.2000 00:00:00;   185
18.03.2000 00:00:00;   182
19.03.2000 00:00:00;   174
20.03.2000 00:00:00;   171
21.03.2000 00:00:00;   171
22.03.2000 00:00:00;   170
23.03.2000 00:00:00;   170
24.03.2000 00:00:00;   168
25.03.2000 00:00:00;   199
26.03.2000 00:00:00;   176
27.03.2000 00:00:00;   178
28.03.2000 00:00:00;   183
29.03.2000 00:00:00;   175
30.03.2000 00:00:00;   186
31.03.2000 00:00:00;   181
01.04.2000 00:00:00;   179
02.04.2000 00:00:00;   182
03.04.2000 00:00:00;   188
04.04.2000 00:00:00;   197
05.04.2000 00:00:00;   197
06.04.2000 00:00:00;   194
07.04.2000 00:00:00;   179
08.04.2000 00:00:00;   175
09.04.2000 00:00:00;   172
10.04.2000 00:00:00;   171
11.04.2000 00:00:00;   168
12.04.2000 00:00:00;   170
13.04.2000 00:00:00;   169
14.04.2000 00:00:00;   169
15.04.2000 00:00:00;   164
16.04.2000 00:00:00;   161
17.04.2000 00:00:00;   159
18.04.2000 00:00:00;   158
19.04.2000 00:00:00;   159
20.04.2000 00:00:00;   156
21.04.2000 00:00:00;   155
22.04.2000 00:00:00;   154
23.04.2000 00:00:00;   152
24.04.2000 00:00:00;   152
25.04.2000 00:00:00;   157
26.04.2000 00:00:00;   152
27.04.2000 00:00:00;   150
28.04.2000 00:00:00;   149
29.04.2000 00:00:00;   147
30.04.2000 00:00:00;   146
01.05.2000 00:00:00;   145
02.05.2000 00:00:00;   144
03.05.2000 00:00:00;   143
04.05.2000 00:00:00;   147
05.05.2000 00:00:00;   143
06.05.2000 00:00:00;   142
07.05.2000 00:00:00;   141
08.05.2000 00:00:00;   140
09.05.2000 00:00:00;   141
10.05.2000 00:00:00;   138
11.05.2000 00:00:00;   138
12.05.2000 00:00:00;   143
13.05.2000 00:00:00;   140
14.05.2000 00:00:00;   141
15.05.2000 00:00:00;   139
16.05.2000 00:00:00;   141
17.05.2000 00:00:00;   144
18.05.2000 00:00:00;   154
19.05.2000 00:00:00;   154
20.05.2000 00:00:00;   155
21.05.2000 00:00:00;   153
22.05.2000 00:00:00;   160
23.05.2000 00:00:00;   161
24.05.2000 00:00:00;   152
25.05.2000 00:00:00;   149
26.05.2000 00:00:00;   148
27.05.2000 00:00:00;   150
28.05.2000 00:00:00;   148
29.05.2000 00:00:00;   150
30.05.2000 00:00:00;   152
31.05.2000 00:00:00;   161
01.06.2000 00:00:00;   157
02.06.2000 00:00:00;   151
03.06.2000 00:00:00;   149
04.06.2000 00:00:00;   150
05.06.2000 00:00:00;   144
06.06.2000 00:00:00;   143
07.06.2000 00:00:00;   143
08.06.2000 00:00:00;   141
09.06.2000 00:00:00;   137
10.06.2000 00:00:00;   136
11.06.2000 00:00:00;   134
12.06.2000 00:00:00;   135
13.06.2000 00:00:00;   135
14.06.2000 00:00:00;   135
15.06.2000 00:00:00;   135
16.06.2000 00:00:00;   133
17.06.2000 00:00:00;   132
18.06.2000 00:00:00;   131
19.06.2000 00:00:00;   131
20.06.2000 00:00:00;   130
21.06.2000 00:00:00;   131
22.06.2000 00:00:00;   129
23.06.2000 00:00:00;   133
24.06.2000 00:00:00;   132
25.06.2000 00:00:00;   141
26.06.2000 00:00:00;   135
27.06.2000 00:00:00;   132
28.06.2000 00:00:00;   132
29.06.2000 00:00:00;   132
30.06.2000 00:00:00;   132
01.07.2000 00:00:00;   130
02.07.2000 00:00:00;   130
03.07.2000 00:00:00;   129
04.07.2000 00:00:00;   128
05.07.2000 00:00:00;   128
06.07.2000 00:00:00;   126
07.07.2000 00:00:00;   127
08.07.2000 00:00:00;   139
09.07.2000 00:00:00;   137
10.07.2000 00:00:00;   131
11.07.2000 00:00:00;   132
12.07.2000 00:00:00;   140
13.07.2000 00:00:00;   136
14.07.2000 00:00:00;   147
15.07.2000 00:00:00;   152
16.07.2000 00:00:00;   140
17.07.2000 00:00:00;   134
18.07.2000 00:00:00;   130
19.07.2000 00:00:00;   129
20.07.2000 00:00:00;   128
21.07.2000 00:00:00;   128
22.07.2000 00:00:00;   127
23.07.2000 00:00:00;   126
24.07.2000 00:00:00;   127
25.07.2000 00:00:00;   153
26.07.2000 00:00:00;   141
27.07.2000 00:00:00;   147
28.07.2000 00:00:00;   158
29.07.2000 00:00:00;   158
30.07.2000 00:00:00;   148
31.07.2000 00:00:00;   143
01.08.2000 00:00:00;   137
02.08.2000 00:00:00;   134
03.08.2000 00:00:00;   136
04.08.2000 00:00:00;   142
05.08.2000 00:00:00;   138
06.08.2000 00:00:00;   153
07.08.2000 00:00:00;   159
08.08.2000 00:00:00;   144
09.08.2000 00:00:00;   139
10.08.2000 00:00:00;   135
11.08.2000 00:00:00;   133
12.08.2000 00:00:00;   131
13.08.2000 00:00:00;   130
14.08.2000 00:00:00;   131
15.08.2000 00:00:00;   129
16.08.2000 00:00:00;   129
17.08.2000 00:00:00;   128
18.08.2000 00:00:00;   128
19.08.2000 00:00:00;   128
20.08.2000 00:00:00;   128
21.08.2000 00:00:00;   128
22.08.2000 00:00:00;   135
23.08.2000 00:00:00;   133
24.08.2000 00:00:00;   130
25.08.2000 00:00:00;   129
26.08.2000 00:00:00;   127
27.08.2000 00:00:00;   129
28.08.2000 00:00:00;   129
29.08.2000 00:00:00;   130
30.08.2000 00:00:00;   128
31.08.2000 00:00:00;   130
01.09.2000 00:00:00;   130
02.09.2000 00:00:00;   130
03.09.2000 00:00:00;   129
04.09.2000 00:00:00;   128
05.09.2000 00:00:00;   125
06.09.2000 00:00:00;   127
07.09.2000 00:00:00;   138
08.09.2000 00:00:00;   133
09.09.2000 00:00:00;   128
10.09.2000 00:00:00;   127
11.09.2000 00:00:00;   125
12.09.2000 00:00:00;   124
13.09.2000 00:00:00;   124
14.09.2000 00:00:00;   124
15.09.2000 00:00:00;   123
16.09.2000 00:00:00;   125
17.09.2000 00:00:00;   139
18.09.2000 00:00:00;   133
19.09.2000 00:00:00;   127
20.09.2000 00:00:00;   125
21.09.2000 00:00:00;   132
22.09.2000 00:00:00;   134
23.09.2000 00:00:00;   129
24.09.2000 00:00:00;   126
