Messstelle:                ;Kleinstetteldorf
29.11.2006 00:00:00;   167
30.11.2006 00:00:00;   166
01.12.2006 00:00:00;   167
02.12.2006 00:00:00;   166
03.12.2006 00:00:00;   166
04.12.2006 00:00:00;   166
05.12.2006 00:00:00;   166
06.12.2006 00:00:00;   166
07.12.2006 00:00:00;   166
08.12.2006 00:00:00;   166
09.12.2006 00:00:00;   166
10.12.2006 00:00:00;   166
11.12.2006 00:00:00;   166
12.12.2006 00:00:00;   166
13.12.2006 00:00:00;   166
14.12.2006 00:00:00;   166
15.12.2006 00:00:00;   166
16.12.2006 00:00:00;   166
17.12.2006 00:00:00;   166
18.12.2006 00:00:00;   166
19.12.2006 00:00:00;   166
20.12.2006 00:00:00;   166
21.12.2006 00:00:00;   166
22.12.2006 00:00:00;   166
23.12.2006 00:00:00;   166
24.12.2006 00:00:00;   166
25.12.2006 00:00:00;   166
26.12.2006 00:00:00;   166
27.12.2006 00:00:00;   166
28.12.2006 00:00:00;   166
29.12.2006 00:00:00;   166
30.12.2006 00:00:00;   167
31.12.2006 00:00:00;   167
01.01.2007 00:00:00;   167
02.01.2007 00:00:00;   167
03.01.2007 00:00:00;   167
04.01.2007 00:00:00;   167
05.01.2007 00:00:00;   167
06.01.2007 00:00:00;   166
07.01.2007 00:00:00;   166
08.01.2007 00:00:00;   167
09.01.2007 00:00:00;   167
10.01.2007 00:00:00;   167
11.01.2007 00:00:00;   166
12.01.2007 00:00:00;   166
13.01.2007 00:00:00;   166
14.01.2007 00:00:00;   166
15.01.2007 00:00:00;   166
16.01.2007 00:00:00;   166
17.01.2007 00:00:00;   166
18.01.2007 00:00:00;   166
19.01.2007 00:00:00;   167
20.01.2007 00:00:00;   166
21.01.2007 00:00:00;   166
22.01.2007 00:00:00;   166
23.01.2007 00:00:00;   167
24.01.2007 00:00:00;   167
25.01.2007 00:00:00;   166
26.01.2007 00:00:00;   166
27.01.2007 00:00:00;   165
28.01.2007 00:00:00;   165
29.01.2007 00:00:00;   167
30.01.2007 00:00:00;   168
31.01.2007 00:00:00;   167
01.02.2007 00:00:00;   167
02.02.2007 00:00:00;   167
03.02.2007 00:00:00;   166
04.02.2007 00:00:00;   166
05.02.2007 00:00:00;   166
06.02.2007 00:00:00;   166
07.02.2007 00:00:00;   166
08.02.2007 00:00:00;   166
09.02.2007 00:00:00;   166
10.02.2007 00:00:00;   166
11.02.2007 00:00:00;   166
12.02.2007 00:00:00;   166
13.02.2007 00:00:00;   166
14.02.2007 00:00:00;   166
15.02.2007 00:00:00;   166
16.02.2007 00:00:00;   166
17.02.2007 00:00:00;   166
18.02.2007 00:00:00;   166
19.02.2007 00:00:00;   166
20.02.2007 00:00:00;   166
21.02.2007 00:00:00;   166
22.02.2007 00:00:00;   166
23.02.2007 00:00:00;   166
24.02.2007 00:00:00;   166
25.02.2007 00:00:00;   166
26.02.2007 00:00:00;   167
27.02.2007 00:00:00;   167
28.02.2007 00:00:00;   168
01.03.2007 00:00:00;   168
02.03.2007 00:00:00;   168
03.03.2007 00:00:00;   168
04.03.2007 00:00:00;   167
05.03.2007 00:00:00;   167
06.03.2007 00:00:00;   167
07.03.2007 00:00:00;   167
08.03.2007 00:00:00;   167
09.03.2007 00:00:00;   167
10.03.2007 00:00:00;   167
11.03.2007 00:00:00;   167
12.03.2007 00:00:00;   167
13.03.2007 00:00:00;   167
14.03.2007 00:00:00;   167
15.03.2007 00:00:00;   167
16.03.2007 00:00:00;   167
17.03.2007 00:00:00;   167
18.03.2007 00:00:00;   167
19.03.2007 00:00:00;   167
20.03.2007 00:00:00;   170
21.03.2007 00:00:00;   170
22.03.2007 00:00:00;   171
23.03.2007 00:00:00;   172
24.03.2007 00:00:00;   180
25.03.2007 00:00:00;   176
26.03.2007 00:00:00;   174
27.03.2007 00:00:00;   173
28.03.2007 00:00:00;   172
29.03.2007 00:00:00;   171
30.03.2007 00:00:00;   171
31.03.2007 00:00:00;   170
01.04.2007 00:00:00;   169
02.04.2007 00:00:00;   169
03.04.2007 00:00:00;   169
04.04.2007 00:00:00;   168
05.04.2007 00:00:00;   168
06.04.2007 00:00:00;   168
07.04.2007 00:00:00;   168
08.04.2007 00:00:00;   168
09.04.2007 00:00:00;   168
10.04.2007 00:00:00;   168
11.04.2007 00:00:00;   167
12.04.2007 00:00:00;   167
13.04.2007 00:00:00;   167
14.04.2007 00:00:00;   167
15.04.2007 00:00:00;   167
16.04.2007 00:00:00;   167
17.04.2007 00:00:00;   167
18.04.2007 00:00:00;   167
19.04.2007 00:00:00;   166
20.04.2007 00:00:00;   166
21.04.2007 00:00:00;   166
22.04.2007 00:00:00;   166
23.04.2007 00:00:00;   166
24.04.2007 00:00:00;   166
25.04.2007 00:00:00;   166
26.04.2007 00:00:00;   166
27.04.2007 00:00:00;   166
28.04.2007 00:00:00;   165
29.04.2007 00:00:00;   165
30.04.2007 00:00:00;   164
01.05.2007 00:00:00;   164
02.05.2007 00:00:00;   164
03.05.2007 00:00:00;   164
04.05.2007 00:00:00;   164
05.05.2007 00:00:00;   165
06.05.2007 00:00:00;   169
07.05.2007 00:00:00;   167
08.05.2007 00:00:00;   167
09.05.2007 00:00:00;   166
10.05.2007 00:00:00;   166
11.05.2007 00:00:00;   166
12.05.2007 00:00:00;   165
13.05.2007 00:00:00;   165
14.05.2007 00:00:00;   165
15.05.2007 00:00:00;   165
16.05.2007 00:00:00;   166
17.05.2007 00:00:00;   166
18.05.2007 00:00:00;   166
19.05.2007 00:00:00;   166
20.05.2007 00:00:00;   166
21.05.2007 00:00:00;   165
22.05.2007 00:00:00;   165
23.05.2007 00:00:00;   164
24.05.2007 00:00:00;   164
25.05.2007 00:00:00;   164
26.05.2007 00:00:00;   165
27.05.2007 00:00:00;   165
28.05.2007 00:00:00;   165
29.05.2007 00:00:00;   165
30.05.2007 00:00:00;   166
31.05.2007 00:00:00;   166
01.06.2007 00:00:00;   165
02.06.2007 00:00:00;   165
03.06.2007 00:00:00;   167
04.06.2007 00:00:00;   168
05.06.2007 00:00:00;   166
06.06.2007 00:00:00;   166
07.06.2007 00:00:00;   167
08.06.2007 00:00:00;   166
09.06.2007 00:00:00;   165
10.06.2007 00:00:00;   165
11.06.2007 00:00:00;   165
12.06.2007 00:00:00;   165
13.06.2007 00:00:00;   165
14.06.2007 00:00:00;   164
15.06.2007 00:00:00;   164
16.06.2007 00:00:00;   164
17.06.2007 00:00:00;   164
18.06.2007 00:00:00;   164
19.06.2007 00:00:00;   164
20.06.2007 00:00:00;   164
21.06.2007 00:00:00;   164
22.06.2007 00:00:00;   166
23.06.2007 00:00:00;   167
24.06.2007 00:00:00;   164
25.06.2007 00:00:00;   164
26.06.2007 00:00:00;   166
27.06.2007 00:00:00;   164
28.06.2007 00:00:00;   164
29.06.2007 00:00:00;   164
30.06.2007 00:00:00;   164
01.07.2007 00:00:00;   164
02.07.2007 00:00:00;   164
03.07.2007 00:00:00;   165
04.07.2007 00:00:00;   164
05.07.2007 00:00:00;   164
06.07.2007 00:00:00;   164
07.07.2007 00:00:00;   163
08.07.2007 00:00:00;   163
09.07.2007 00:00:00;   165
10.07.2007 00:00:00;   168
11.07.2007 00:00:00;   164
12.07.2007 00:00:00;   163
13.07.2007 00:00:00;   163
14.07.2007 00:00:00;   163
15.07.2007 00:00:00;   163
16.07.2007 00:00:00;   163
17.07.2007 00:00:00;   163
18.07.2007 00:00:00;   163
19.07.2007 00:00:00;   163
20.07.2007 00:00:00;   163
21.07.2007 00:00:00;   163
22.07.2007 00:00:00;   162
23.07.2007 00:00:00;   162
24.07.2007 00:00:00;   163
25.07.2007 00:00:00;   162
26.07.2007 00:00:00;   162
27.07.2007 00:00:00;   162
28.07.2007 00:00:00;   162
29.07.2007 00:00:00;   161
30.07.2007 00:00:00;   162
31.07.2007 00:00:00;   162
01.08.2007 00:00:00;   162
02.08.2007 00:00:00;   162
03.08.2007 00:00:00;   162
04.08.2007 00:00:00;   162
05.08.2007 00:00:00;   162
06.08.2007 00:00:00;   162
07.08.2007 00:00:00;   162
08.08.2007 00:00:00;   162
09.08.2007 00:00:00;   162
10.08.2007 00:00:00;   162
11.08.2007 00:00:00;   163
12.08.2007 00:00:00;   163
13.08.2007 00:00:00;   163
14.08.2007 00:00:00;   162
15.08.2007 00:00:00;   162
16.08.2007 00:00:00;   162
17.08.2007 00:00:00;   162
18.08.2007 00:00:00;   163
19.08.2007 00:00:00;   163
20.08.2007 00:00:00;   163
21.08.2007 00:00:00;   164
22.08.2007 00:00:00;   163
23.08.2007 00:00:00;   163
24.08.2007 00:00:00;   164
25.08.2007 00:00:00;   163
26.08.2007 00:00:00;   163
27.08.2007 00:00:00;   163
28.08.2007 00:00:00;   163
29.08.2007 00:00:00;   162
30.08.2007 00:00:00;   163
31.08.2007 00:00:00;   163
01.09.2007 00:00:00;   163
02.09.2007 00:00:00;   163
03.09.2007 00:00:00;   163
04.09.2007 00:00:00;   163
05.09.2007 00:00:00;   164
06.09.2007 00:00:00;   178
07.09.2007 00:00:00;   179
08.09.2007 00:00:00;   173
09.09.2007 00:00:00;   170
10.09.2007 00:00:00;   168
11.09.2007 00:00:00;   167
12.09.2007 00:00:00;   167
13.09.2007 00:00:00;   166
14.09.2007 00:00:00;   166
15.09.2007 00:00:00;   166
16.09.2007 00:00:00;   165
17.09.2007 00:00:00;   165
18.09.2007 00:00:00;   165
19.09.2007 00:00:00;   165
20.09.2007 00:00:00;   165
21.09.2007 00:00:00;   164
22.09.2007 00:00:00;   164
23.09.2007 00:00:00;   164
24.09.2007 00:00:00;   164
25.09.2007 00:00:00;   164
26.09.2007 00:00:00;   165
27.09.2007 00:00:00;   167
28.09.2007 00:00:00;   169
29.09.2007 00:00:00;   167
30.09.2007 00:00:00;   166
01.10.2007 00:00:00;   166
02.10.2007 00:00:00;   166
03.10.2007 00:00:00;   165
04.10.2007 00:00:00;   165
05.10.2007 00:00:00;   165
06.10.2007 00:00:00;   165
07.10.2007 00:00:00;   165
08.10.2007 00:00:00;   165
09.10.2007 00:00:00;   165
10.10.2007 00:00:00;   164
11.10.2007 00:00:00;   164
12.10.2007 00:00:00;   164
13.10.2007 00:00:00;   164
14.10.2007 00:00:00;   164
15.10.2007 00:00:00;   164
16.10.2007 00:00:00;   164
17.10.2007 00:00:00;   164
18.10.2007 00:00:00;   164
19.10.2007 00:00:00;   164
20.10.2007 00:00:00;   164
21.10.2007 00:00:00;   164
22.10.2007 00:00:00;   164
23.10.2007 00:00:00;   166
24.10.2007 00:00:00;   169
25.10.2007 00:00:00;   167
26.10.2007 00:00:00;   167
27.10.2007 00:00:00;   167
28.10.2007 00:00:00;   174
29.10.2007 00:00:00;   174
30.10.2007 00:00:00;   171
31.10.2007 00:00:00;   170
01.11.2007 00:00:00;   169
02.11.2007 00:00:00;   168
03.11.2007 00:00:00;   167
04.11.2007 00:00:00;   167
05.11.2007 00:00:00;   167
06.11.2007 00:00:00;   166
07.11.2007 00:00:00;   166
08.11.2007 00:00:00;   166
09.11.2007 00:00:00;   166
10.11.2007 00:00:00;   166
11.11.2007 00:00:00;   167
12.11.2007 00:00:00;   168
13.11.2007 00:00:00;   167
14.11.2007 00:00:00;   167
15.11.2007 00:00:00;   167
16.11.2007 00:00:00;   167
17.11.2007 00:00:00;   166
18.11.2007 00:00:00;   166
19.11.2007 00:00:00;   167
20.11.2007 00:00:00;   168
21.11.2007 00:00:00;   168
22.11.2007 00:00:00;   168
23.11.2007 00:00:00;   168
24.11.2007 00:00:00;   168
25.11.2007 00:00:00;   168
26.11.2007 00:00:00;   168
27.11.2007 00:00:00;   168
28.11.2007 00:00:00;   168
29.11.2007 00:00:00;   168
30.11.2007 00:00:00;   168
01.12.2007 00:00:00;   169
02.12.2007 00:00:00;   169
03.12.2007 00:00:00;   169
04.12.2007 00:00:00;   169
05.12.2007 00:00:00;   169
06.12.2007 00:00:00;   169
07.12.2007 00:00:00;   168
08.12.2007 00:00:00;   168
09.12.2007 00:00:00;   168
10.12.2007 00:00:00;   168
11.12.2007 00:00:00;   169
12.12.2007 00:00:00;   170
13.12.2007 00:00:00;   172
14.12.2007 00:00:00;   171
15.12.2007 00:00:00;   170
16.12.2007 00:00:00;   170
17.12.2007 00:00:00;   169
18.12.2007 00:00:00;   168
19.12.2007 00:00:00;   168
20.12.2007 00:00:00;   168
21.12.2007 00:00:00;   168
22.12.2007 00:00:00;   168
23.12.2007 00:00:00;   167
24.12.2007 00:00:00;   167
25.12.2007 00:00:00;   167
26.12.2007 00:00:00;   167
27.12.2007 00:00:00;   167
28.12.2007 00:00:00;   167
29.12.2007 00:00:00;   167
30.12.2007 00:00:00;   167
31.12.2007 00:00:00;   167
01.01.2008 00:00:00;   167
02.01.2008 00:00:00;   167
03.01.2008 00:00:00;   167
04.01.2008 00:00:00;   163
05.01.2008 00:00:00;   160
06.01.2008 00:00:00;   160
07.01.2008 00:00:00;   164
08.01.2008 00:00:00;   167
09.01.2008 00:00:00;   169
10.01.2008 00:00:00;   169
11.01.2008 00:00:00;   168
12.01.2008 00:00:00;   167
13.01.2008 00:00:00;   167
14.01.2008 00:00:00;   167
15.01.2008 00:00:00;   168
16.01.2008 00:00:00;   169
17.01.2008 00:00:00;   169
18.01.2008 00:00:00;   169
19.01.2008 00:00:00;   171
20.01.2008 00:00:00;   171
21.01.2008 00:00:00;   170
22.01.2008 00:00:00;   169
23.01.2008 00:00:00;   169
24.01.2008 00:00:00;   169
25.01.2008 00:00:00;   169
26.01.2008 00:00:00;   168
27.01.2008 00:00:00;   169
28.01.2008 00:00:00;   169
29.01.2008 00:00:00;   169
30.01.2008 00:00:00;   168
31.01.2008 00:00:00;   168
01.02.2008 00:00:00;   168
02.02.2008 00:00:00;   168
03.02.2008 00:00:00;   168
04.02.2008 00:00:00;   168
05.02.2008 00:00:00;   168
06.02.2008 00:00:00;   168
07.02.2008 00:00:00;   168
08.02.2008 00:00:00;   168
09.02.2008 00:00:00;   168
10.02.2008 00:00:00;   168
11.02.2008 00:00:00;   168
12.02.2008 00:00:00;   168
13.02.2008 00:00:00;   168
14.02.2008 00:00:00;   168
15.02.2008 00:00:00;   169
16.02.2008 00:00:00;   169
17.02.2008 00:00:00;   168
18.02.2008 00:00:00;   168
19.02.2008 00:00:00;   168
20.02.2008 00:00:00;   169
21.02.2008 00:00:00;   169
22.02.2008 00:00:00;   169
23.02.2008 00:00:00;   169
24.02.2008 00:00:00;   169
25.02.2008 00:00:00;   169
26.02.2008 00:00:00;   169
27.02.2008 00:00:00;   169
28.02.2008 00:00:00;   169
29.02.2008 00:00:00;   169
01.03.2008 00:00:00;   169
02.03.2008 00:00:00;   169
03.03.2008 00:00:00;   169
04.03.2008 00:00:00;   168
05.03.2008 00:00:00;   167
06.03.2008 00:00:00;   166
07.03.2008 00:00:00;   166
08.03.2008 00:00:00;   166
09.03.2008 00:00:00;   166
10.03.2008 00:00:00;   167
11.03.2008 00:00:00;   167
12.03.2008 00:00:00;   167
13.03.2008 00:00:00;   166
14.03.2008 00:00:00;   166
15.03.2008 00:00:00;   166
16.03.2008 00:00:00;   166
17.03.2008 00:00:00;   165
18.03.2008 00:00:00;   166
19.03.2008 00:00:00;   166
20.03.2008 00:00:00;   166
21.03.2008 00:00:00;   166
22.03.2008 00:00:00;   166
23.03.2008 00:00:00;   166
24.03.2008 00:00:00;   166
25.03.2008 00:00:00;   166
26.03.2008 00:00:00;   166
27.03.2008 00:00:00;   166
28.03.2008 00:00:00;   166
29.03.2008 00:00:00;   166
30.03.2008 00:00:00;   167
31.03.2008 00:00:00;   167
01.04.2008 00:00:00;   167
02.04.2008 00:00:00;   166
03.04.2008 00:00:00;   166
04.04.2008 00:00:00;   166
05.04.2008 00:00:00;   166
06.04.2008 00:00:00;   165
07.04.2008 00:00:00;   165
08.04.2008 00:00:00;   165
09.04.2008 00:00:00;   166
10.04.2008 00:00:00;   166
11.04.2008 00:00:00;   166
12.04.2008 00:00:00;   166
13.04.2008 00:00:00;   166
14.04.2008 00:00:00;   165
15.04.2008 00:00:00;   165
16.04.2008 00:00:00;   165
17.04.2008 00:00:00;   166
18.04.2008 00:00:00;   166
19.04.2008 00:00:00;   166
20.04.2008 00:00:00;   166
21.04.2008 00:00:00;   166
22.04.2008 00:00:00;   168
23.04.2008 00:00:00;   170
24.04.2008 00:00:00;   170
25.04.2008 00:00:00;   170
26.04.2008 00:00:00;   168
27.04.2008 00:00:00;   168
28.04.2008 00:00:00;   167
29.04.2008 00:00:00;   167
30.04.2008 00:00:00;   166
01.05.2008 00:00:00;   166
02.05.2008 00:00:00;   166
03.05.2008 00:00:00;   166
04.05.2008 00:00:00;   167
05.05.2008 00:00:00;   167
06.05.2008 00:00:00;   168
07.05.2008 00:00:00;   166
08.05.2008 00:00:00;   166
09.05.2008 00:00:00;   166
10.05.2008 00:00:00;   166
11.05.2008 00:00:00;   165
12.05.2008 00:00:00;   165
13.05.2008 00:00:00;   165
14.05.2008 00:00:00;   165
15.05.2008 00:00:00;   165
16.05.2008 00:00:00;   165
17.05.2008 00:00:00;   165
18.05.2008 00:00:00;   166
19.05.2008 00:00:00;   168
20.05.2008 00:00:00;   168
21.05.2008 00:00:00;   166
22.05.2008 00:00:00;   165
23.05.2008 00:00:00;   165
24.05.2008 00:00:00;   165
25.05.2008 00:00:00;   165
26.05.2008 00:00:00;   165
27.05.2008 00:00:00;   166
28.05.2008 00:00:00;   164
29.05.2008 00:00:00;   164
30.05.2008 00:00:00;   164
31.05.2008 00:00:00;   164
01.06.2008 00:00:00;   164
02.06.2008 00:00:00;   166
03.06.2008 00:00:00;   165
04.06.2008 00:00:00;   167
05.06.2008 00:00:00;   166
06.06.2008 00:00:00;   165
07.06.2008 00:00:00;   166
08.06.2008 00:00:00;   166
09.06.2008 00:00:00;   165
10.06.2008 00:00:00;   164
11.06.2008 00:00:00;   165
12.06.2008 00:00:00;   164
13.06.2008 00:00:00;   164
14.06.2008 00:00:00;   164
15.06.2008 00:00:00;   164
16.06.2008 00:00:00;   163
17.06.2008 00:00:00;   163
18.06.2008 00:00:00;   163
19.06.2008 00:00:00;   163
20.06.2008 00:00:00;   163
21.06.2008 00:00:00;   164
22.06.2008 00:00:00;   163
23.06.2008 00:00:00;   163
24.06.2008 00:00:00;   163
25.06.2008 00:00:00;   164
26.06.2008 00:00:00;   168
27.06.2008 00:00:00;   165
28.06.2008 00:00:00;   164
29.06.2008 00:00:00;   164
30.06.2008 00:00:00;   164
01.07.2008 00:00:00;   165
02.07.2008 00:00:00;   162
03.07.2008 00:00:00;   162
04.07.2008 00:00:00;   162
05.07.2008 00:00:00;   162
06.07.2008 00:00:00;   161
07.07.2008 00:00:00;   162
08.07.2008 00:00:00;   163
09.07.2008 00:00:00;   163
10.07.2008 00:00:00;   162
11.07.2008 00:00:00;   162
12.07.2008 00:00:00;   162
13.07.2008 00:00:00;   166
14.07.2008 00:00:00;   164
15.07.2008 00:00:00;   164
16.07.2008 00:00:00;   163
17.07.2008 00:00:00;   165
18.07.2008 00:00:00;   166
19.07.2008 00:00:00;   165
20.07.2008 00:00:00;   164
21.07.2008 00:00:00;   166
22.07.2008 00:00:00;   164
23.07.2008 00:00:00;   167
24.07.2008 00:00:00;   169
25.07.2008 00:00:00;   167
26.07.2008 00:00:00;   165
27.07.2008 00:00:00;   165
28.07.2008 00:00:00;   164
29.07.2008 00:00:00;   164
30.07.2008 00:00:00;   163
31.07.2008 00:00:00;   163
01.08.2008 00:00:00;   163
02.08.2008 00:00:00;   163
03.08.2008 00:00:00;   163
04.08.2008 00:00:00;   163
05.08.2008 00:00:00;   163
06.08.2008 00:00:00;   162
07.08.2008 00:00:00;   161
08.08.2008 00:00:00;   162
09.08.2008 00:00:00;   163
10.08.2008 00:00:00;   162
11.08.2008 00:00:00;   162
12.08.2008 00:00:00;   163
13.08.2008 00:00:00;   162
14.08.2008 00:00:00;   163
15.08.2008 00:00:00;   164
16.08.2008 00:00:00;   170
17.08.2008 00:00:00;   166
18.08.2008 00:00:00;   165
19.08.2008 00:00:00;   164
20.08.2008 00:00:00;   164
21.08.2008 00:00:00;   164
22.08.2008 00:00:00;   164
23.08.2008 00:00:00;   164
24.08.2008 00:00:00;   164
25.08.2008 00:00:00;   164
26.08.2008 00:00:00;   163
27.08.2008 00:00:00;   163
28.08.2008 00:00:00;   164
29.08.2008 00:00:00;   163
30.08.2008 00:00:00;   163
31.08.2008 00:00:00;   163
01.09.2008 00:00:00;   163
02.09.2008 00:00:00;   163
03.09.2008 00:00:00;   162
04.09.2008 00:00:00;   163
05.09.2008 00:00:00;   163
06.09.2008 00:00:00;   163
07.09.2008 00:00:00;   163
08.09.2008 00:00:00;   164
09.09.2008 00:00:00;   164
10.09.2008 00:00:00;   163
11.09.2008 00:00:00;   162
12.09.2008 00:00:00;   162
13.09.2008 00:00:00;   162
14.09.2008 00:00:00;   161
15.09.2008 00:00:00;   164
16.09.2008 00:00:00;   169
17.09.2008 00:00:00;   167
18.09.2008 00:00:00;   165
19.09.2008 00:00:00;   164
20.09.2008 00:00:00;   164
21.09.2008 00:00:00;   164
22.09.2008 00:00:00;   163
23.09.2008 00:00:00;   163
24.09.2008 00:00:00;   163
25.09.2008 00:00:00;   163
26.09.2008 00:00:00;   163
27.09.2008 00:00:00;   163
28.09.2008 00:00:00;   163
29.09.2008 00:00:00;   163
30.09.2008 00:00:00;   163
01.10.2008 00:00:00;   163
02.10.2008 00:00:00;   166
03.10.2008 00:00:00;   165
04.10.2008 00:00:00;   165
05.10.2008 00:00:00;   164
06.10.2008 00:00:00;   164
07.10.2008 00:00:00;   164
08.10.2008 00:00:00;   165
09.10.2008 00:00:00;   165
10.10.2008 00:00:00;   164
11.10.2008 00:00:00;   164
12.10.2008 00:00:00;   164
13.10.2008 00:00:00;   164
14.10.2008 00:00:00;   164
15.10.2008 00:00:00;   164
16.10.2008 00:00:00;   165
17.10.2008 00:00:00;   165
18.10.2008 00:00:00;   164
19.10.2008 00:00:00;   163
20.10.2008 00:00:00;   164
21.10.2008 00:00:00;   164
22.10.2008 00:00:00;   164
23.10.2008 00:00:00;   164
24.10.2008 00:00:00;   164
25.10.2008 00:00:00;   164
26.10.2008 00:00:00;   164
27.10.2008 00:00:00;   164
28.10.2008 00:00:00;   164
29.10.2008 00:00:00;   164
30.10.2008 00:00:00;   164
31.10.2008 00:00:00;   163
01.11.2008 00:00:00;   163
02.11.2008 00:00:00;   164
03.11.2008 00:00:00;   164
04.11.2008 00:00:00;   164
05.11.2008 00:00:00;   164
06.11.2008 00:00:00;   164
07.11.2008 00:00:00;   163
08.11.2008 00:00:00;   164
09.11.2008 00:00:00;   165
10.11.2008 00:00:00;   165
11.11.2008 00:00:00;   165
12.11.2008 00:00:00;   165
13.11.2008 00:00:00;   164
14.11.2008 00:00:00;   164
15.11.2008 00:00:00;   164
16.11.2008 00:00:00;   164
17.11.2008 00:00:00;   164
18.11.2008 00:00:00;   164
19.11.2008 00:00:00;   165
20.11.2008 00:00:00;   165
21.11.2008 00:00:00;   166
22.11.2008 00:00:00;   165
23.11.2008 00:00:00;   165
24.11.2008 00:00:00;   165
25.11.2008 00:00:00;   165
26.11.2008 00:00:00;   165
27.11.2008 00:00:00;   165
28.11.2008 00:00:00;   165
29.11.2008 00:00:00;   165
30.11.2008 00:00:00;   165
01.12.2008 00:00:00;   165
02.12.2008 00:00:00;   164
03.12.2008 00:00:00;   164
04.12.2008 00:00:00;   164
05.12.2008 00:00:00;   164
06.12.2008 00:00:00;   164
07.12.2008 00:00:00;   164
08.12.2008 00:00:00;   164
09.12.2008 00:00:00;   164
10.12.2008 00:00:00;   164
11.12.2008 00:00:00;   164
12.12.2008 00:00:00;   164
13.12.2008 00:00:00;   164
14.12.2008 00:00:00;   164
15.12.2008 00:00:00;   164
16.12.2008 00:00:00;   165
17.12.2008 00:00:00;   165
18.12.2008 00:00:00;   166
19.12.2008 00:00:00;   171
20.12.2008 00:00:00;   169
21.12.2008 00:00:00;   167
22.12.2008 00:00:00;   167
23.12.2008 00:00:00;   167
24.12.2008 00:00:00;   166
25.12.2008 00:00:00;   166
26.12.2008 00:00:00;   165
27.12.2008 00:00:00;   165
28.12.2008 00:00:00;   164
29.12.2008 00:00:00;   165
30.12.2008 00:00:00;   165
31.12.2008 00:00:00;   164
01.01.2009 00:00:00;   164
02.01.2009 00:00:00;   164
03.01.2009 00:00:00;   164
04.01.2009 00:00:00;   164
05.01.2009 00:00:00;   165
06.01.2009 00:00:00;   164
07.01.2009 00:00:00;   164
08.01.2009 00:00:00;   164
09.01.2009 00:00:00;   165
10.01.2009 00:00:00;   165
11.01.2009 00:00:00;   166
12.01.2009 00:00:00;   166
13.01.2009 00:00:00;   166
14.01.2009 00:00:00;   166
15.01.2009 00:00:00;   167
16.01.2009 00:00:00;   167
17.01.2009 00:00:00;   166
18.01.2009 00:00:00;   166
19.01.2009 00:00:00;   166
20.01.2009 00:00:00;   166
21.01.2009 00:00:00;   167
22.01.2009 00:00:00;   167
23.01.2009 00:00:00;   169
24.01.2009 00:00:00;   170
25.01.2009 00:00:00;   167
26.01.2009 00:00:00;   166
27.01.2009 00:00:00;   166
28.01.2009 00:00:00;   165
29.01.2009 00:00:00;   165
30.01.2009 00:00:00;   165
